Ai	Aj	Bi	Bj	length	distance	complex	cov	mfe	comp	p-value	shapeA	shapeB	length_ex	mfe_ex	comp_ex	p-value_ex	Aseg	Bseg	Aseg_i	Aseg_j	Bseg_i	Bseg_j
414	419	6769	6774	6	6350	0.61	10	-10.1	0.16	0.020402797273776807	-100	-100	15	-14.65	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	414	419	1847	1852
414	420	4518	4524	7	4098	0.56	10	-12.25	0.19	0.02839757686879807	-100	-100	17	-17.85	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	414	420	2057	2063
414	420	12891	12897	7	12471	0.6	10	-13.41	0.21	0.027040668978342564	-100	-100	16	-22.03	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	414	420	359	365
414	421	12691	12698	8	12270	0.68	10	-14.76	0.2	0.03674883782849658	-100	-100	16	-21.49	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	414	421	159	166
420	427	12958	12965	8	12531	0.68	10	-16.79	0.24	0.026700839655354414	-100	-100	12	-18.71	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	420	427	426	433
422	429	5643	5650	8	5214	0.74	10	-12.39	0.23	0.027503280331790392	-100	-100	15	-17.25	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	422	429	721	728
424	431	2838	2845	8	2407	0.73	10	-10.32	0.25	0.022897119195085303	-100	-100	13	-12.68	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	424	431	377	384
424	432	2644	2652	9	2212	0.73	10	-13.76	0.26	0.016295738511475588	-100	-100	15	-15.16	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	424	432	183	191
424	432	6044	6052	9	5612	0.72	10	-13.6	0.27	0.0084449721535792	-100	-100	17	-19.07	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	424	432	1122	1130
439	444	12637	12642	6	12193	0.74	10	-10.27	0.23	0.0126460837887451	-100	-100	11	-12.0	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	439	444	105	110
457	464	9778	9785	8	9314	0.82	10	-13.28	0.19	0.006571142211924341	-100	-100	14	-16.76	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	457	464	553	560
458	463	2678	2683	6	2215	0.82	10	-10.55	0.22	0.016664455218071028	-100	-100	8	-13.26	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	458	463	217	222
458	464	7066	7072	7	6602	0.81	10	-11.0	0.19	0.012433562388960095	-100	-100	10	-13.44	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	458	464	2144	2150
459	465	10247	10253	7	9782	0.85	10	-11.01	0.26	0.02842956141734565	-100	-100	15	-15.81	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	459	465	1022	1028
460	465	2612	2617	6	2147	0.87	10	-11.09	0.19	0.011274531420326972	-100	-100	11	-18.57	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	460	465	151	156
460	466	13518	13524	7	13052	0.9	10	-11.92	0.21	0.007388000368098946	-100	-100	9	-13.99	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	460	466	986	992
463	473	12738	12748	11	12265	0.72	10	-19.85	0.21	0.015247706379552306	-100	-100	22	-32.36	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	463	473	206	216
474	480	5409	5415	7	4929	0.8	10	-13.29	0.19	0.039047794267713876	-100	-100	13	-19.72	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	474	480	487	493
475	480	2759	2764	6	2279	0.77	10	-10.93	0.24	0.025081295199876896	-100	-100	13	-18.47	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	475	480	298	303
475	480	5202	5207	6	4722	0.81	10	-12.4	0.18	0.03524346283448632	-100	-100	12	-22.63	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	475	480	280	285
475	480	5490	5495	6	5010	0.84	10	-12.98	0.21	0.022345827644982497	-100	-100	13	-17.66	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	475	480	568	573
475	481	6799	6805	7	6318	0.79	10	-16.09	0.2	0.019992091790263622	-100	-100	13	-19.76	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	475	481	1877	1883
477	482	4002	4007	6	3520	0.91	10	-10.18	0.21	0.01886558227261781	-100	-100	12	-14.78	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	477	482	1541	1546
477	482	6511	6516	6	6029	0.88	10	-10.5	0.21	0.02359164988124074	-100	-100	11	-12.8	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	477	482	1589	1594
477	484	12935	12942	8	12451	0.86	10	-12.67	0.22	0.046361946600007586	-100	-100	16	-27.38	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	477	484	403	410
478	483	5874	5879	6	5391	0.91	10	-10.22	0.21	0.025523484348349945	-100	-100	12	-15.28	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	478	483	952	957
478	484	6633	6639	7	6149	0.98	10	-10.04	0.21	0.03545940373859813	-100	-100	15	-18.21	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	478	484	1711	1717
480	487	10052	10059	8	9565	0.96	10	-16.4	0.21	0.013916579363463799	-100	-100	17	-26.25	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	480	487	827	834
481	485	10273	10277	5	9788	0.96	10	-10.78	0.2	0.011613339732165828	-100	-100	13	-23.0	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	481	485	1048	1052
481	486	4310	4315	6	3824	0.9	10	-11.14	0.24	0.034143873223588694	-100	-100	16	-20.88	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	481	486	1849	1854
482	489	9792	9799	8	9303	0.88	10	-16.7	0.23	0.018485711469171995	-100	-100	18	-27.61	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	482	489	567	574
484	489	12573	12578	6	12084	0.88	10	-12.11	0.22	0.048125220022447235	-100	-100	15	-19.8	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	484	489	41	46
486	492	10410	10416	7	9918	0.92	10	-12.68	0.26	0.01170891462542023	-100	-100	17	-23.69	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	486	492	1185	1191
486	494	5668	5676	9	5174	0.8	10	-16.4	0.2	0.04625366600186909	-100	-100	18	-23.29	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	486	494	746	754
487	493	4705	4711	7	4212	0.96	10	-12.86	0.23	0.0388785995510893	-100	-100	15	-21.01	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	487	493	2244	2250
488	494	7086	7092	7	6592	0.83	10	-13.0	0.2	0.012319010002091568	-100	-100	16	-17.5	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	488	494	2164	2170
490	494	12924	12928	5	12430	0.81	10	-10.25	0.19	0.03326837709707098	-100	-100	12	-14.75	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	490	494	392	396
491	496	6067	6072	6	5571	0.75	10	-11.02	0.19	0.03914011047505461	-100	-100	16	-22.61	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	491	496	1145	1150
491	502	13745	13756	12	13243	0.76	10	-18.34	0.21	0.03935146389528332	-100	-100	23	-27.62	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	491	502	66	77
499	503	13949	13953	5	13446	0.86	9	-11.34	0.23	0.009395212207831682	-100	-100	14	-14.99	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	499	503	270	274
499	504	4968	4973	6	4464	0.81	10	-11.14	0.22	0.028613021194076826	-100	-100	14	-12.58	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	499	504	46	51
499	504	10365	10370	6	9861	0.78	10	-10.93	0.22	0.02532448399312348	-100	-100	8	-11.43	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	499	504	1140	1145
501	506	9758	9763	6	9252	0.93	10	-11.45	0.22	0.025302182519091776	-100	-100	16	-24.9	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	501	506	533	538
502	506	6366	6370	5	5860	0.91	10	-10.27	0.2	0.011389015965117433	-100	-100	13	-22.87	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	502	506	1444	1448
502	506	9398	9402	5	8892	0.92	10	-10.42	0.2	0.02120687000596433	-100	-100	9	-12.95	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	502	506	173	177
502	506	9935	9939	5	9429	0.87	10	-10.06	0.23	0.02477546489107385	-100	-100	8	-10.21	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	502	506	710	714
502	508	10103	10109	7	9595	0.92	10	-12.69	0.22	0.04199763445422189	-100	-100	15	-16.7	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	502	508	878	884
505	512	7056	7063	8	6544	0.81	10	-13.33	0.2	0.013741321940138773	-100	-100	16	-16.77	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	505	512	2134	2141
514	520	4635	4641	7	4115	0.81	10	-10.9	0.23	0.028808604621288203	-100	-100	16	-13.53	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	514	520	2174	2180
515	522	12882	12889	8	12360	0.71	10	-13.16	0.21	0.028190510820148895	-100	-100	20	-29.06	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	515	522	350	357
518	525	5094	5101	8	4569	0.68	10	-10.45	0.23	0.03828513287707436	-100	-100	12	-11.45	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	518	525	172	179
518	529	6377	6388	12	5848	0.69	10	-16.37	0.25	0.01470350695969802	-100	-100	18	-19.27	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	518	529	1455	1466
519	525	2978	2984	7	2453	0.7	10	-10.53	0.26	0.03581254393089428	-100	-100	16	-15.13	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	519	525	517	523
520	527	10136	10143	8	9609	0.73	10	-10.34	0.25	0.021217900776102527	-100	-100	15	-15.53	0.27	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	520	527	911	918
524	532	6426	6434	9	5894	0.59	10	-15.14	0.24	0.04678496488126549	-100	-100	15	-20.01	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	524	532	1504	1512
527	533	13463	13469	7	12930	0.6	10	-12.48	0.21	0.047739123597037025	-100	-100	15	-16.36	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	527	533	931	937
538	545	13958	13965	8	13413	0.8	10	-15.32	0.2	0.013314966767617897	-100	-100	12	-15.96	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	538	545	279	286
540	548	4794	4802	9	4246	0.74	6	-12.64	0.2	0.03856642105864061	-100	-100	12	-18.21	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	540	548	2333	2341
540	548	13551	13559	9	13003	0.74	6	-12.13	0.18	0.048305429020045865	-100	-100	12	-17.45	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	540	548	1019	1027
544	549	6837	6842	6	6288	0.76	10	-14.07	0.24	0.043451642133538915	-100	-100	10	-15.21	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	544	549	1915	1920
544	550	4122	4128	7	3572	0.78	10	-14.37	0.2	0.03229496612988525	-100	-100	18	-17.25	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	544	550	1661	1667
545	551	14008	14014	7	13457	0.79	10	-12.82	0.22	0.0366783753089267	-100	-100	14	-18.35	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	545	551	329	335
545	554	7058	7067	10	6504	0.76	10	-16.17	0.22	0.039529254238490075	-100	-100	19	-21.74	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	545	554	2136	2145
547	551	3329	3333	5	2778	0.72	10	-10.76	0.27	0.03132225350116202	-100	-100	11	-11.29	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	547	551	868	872
547	551	5970	5974	5	5419	0.83	10	-10.05	0.21	0.01749279264739345	-100	-100	12	-11.5	0.27	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	547	551	1048	1052
547	552	9683	9688	6	9131	0.81	10	-11.7	0.22	0.048614102192024	-100	-100	15	-20.6	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	547	552	458	463
547	553	3438	3444	7	2885	0.77	10	-13.46	0.23	0.014408836817871307	-100	-100	16	-19.36	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	547	553	977	983
560	565	5796	5801	6	5231	0.88	10	-10.58	0.19	0.032846827041740134	-100	-100	11	-10.1	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	560	565	874	879
560	565	9314	9319	6	8749	0.82	10	-10.07	0.22	0.03386232649209231	-100	-100	15	-20.58	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	560	565	89	94
560	565	11669	11674	6	11104	0.84	10	-10.48	0.21	0.010283915666980059	-100	-100	13	-14.38	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP6	560	565	759	764
560	566	9765	9771	7	9199	0.91	10	-11.98	0.19	0.021031875661961408	-100	-100	18	-23.0	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	560	566	540	546
562	569	13906	13913	8	13337	0.83	10	-12.65	0.22	0.006967319783822812	-100	-100	18	-16.72	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	562	569	227	234
601	607	10354	10360	7	9747	0.75	10	-14.02	0.23	0.014944313091994954	-100	-100	13	-16.0	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	601	607	1129	1135
603	609	4059	4065	7	3450	0.77	10	-11.38	0.25	0.017600779216719986	-100	-100	11	-14.12	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	603	609	1598	1604
603	609	5305	5311	7	4696	0.81	10	-11.97	0.28	0.031562658945756494	-100	-100	11	-11.42	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	603	609	383	389
603	609	13531	13537	7	12922	0.77	10	-13.89	0.25	0.016309121214940103	-100	-100	9	-13.14	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	603	609	999	1005
603	610	4019	4026	8	3409	0.79	10	-11.74	0.28	0.04567723499588994	-100	-100	16	-16.13	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	603	610	1558	1565
604	608	9798	9802	5	9190	0.81	10	-10.72	0.24	0.03085777150329372	-100	-100	9	-12.31	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	604	608	573	577
604	609	6808	6813	6	6199	0.77	10	-10.12	0.28	0.028387723033325485	-100	-100	10	-13.39	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	604	609	1886	1891
604	610	14310	14316	7	13700	0.74	10	-13.27	0.26	0.02092205278015047	-100	-100	13	-13.0	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	604	610	631	637
604	614	6989	6999	11	6375	0.72	10	-18.34	0.25	0.020201541745276885	-100	-100	18	-21.9	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	604	614	2067	2077
605	613	3758	3766	9	3145	0.76	10	-12.79	0.24	0.040791654699944835	-100	-100	15	-14.9	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	605	613	1297	1305
607	613	10088	10094	7	9475	0.8	10	-10.44	0.27	0.02551794119153905	-100	-100	11	-10.45	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	607	613	863	869
610	616	5864	5870	7	5248	0.78	10	-10.71	0.23	0.01671464458009453	-100	-100	9	-9.91	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	610	616	942	948
621	626	6676	6681	6	6050	0.68	10	-11.84	0.25	0.032971948044034805	-100	-100	15	-13.59	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	621	626	1754	1759
623	627	14333	14337	5	13706	0.67	10	-11.76	0.23	0.04487213065088136	-100	-100	9	-13.18	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	623	627	654	658
623	629	6327	6333	7	5698	0.68	10	-13.81	0.21	0.036709314252494796	-100	-100	12	-16.76	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	623	629	1405	1411
623	629	6822	6828	7	6193	0.68	10	-14.1	0.21	0.015442920951338701	-100	-100	17	-21.06	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	623	629	1900	1906
628	635	4730	4737	8	4095	0.76	10	-11.47	0.17	0.02955197452111069	-100	-100	15	-15.8	0.17	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	628	635	2269	2276
634	640	9704	9710	7	9064	0.91	10	-12.75	0.22	0.016428214475404546	-100	-100	23	-23.88	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	634	640	479	485
637	643	6892	6898	7	6249	0.99	10	-12.02	0.18	0.007311806056408909	-100	-100	20	-24.05	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	637	643	1970	1976
642	649	4047	4054	8	3398	0.88	10	-10.77	0.24	0.012349740757479966	-100	-100	15	-15.1	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	642	649	1586	1593
642	649	13977	13984	8	13328	0.89	10	-10.42	0.25	0.012342228835690805	-100	-100	13	-10.91	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	642	649	298	305
642	651	3997	4006	10	3346	0.81	10	-11.12	0.26	0.019552731724110206	-100	-100	19	-23.45	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	642	651	1536	1545
642	652	4617	4627	11	3965	0.8	10	-18.14	0.23	0.012305884756713348	-100	-100	26	-40.73	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	642	652	2156	2166
644	654	10040	10050	11	9386	0.74	10	-13.0	0.26	0.016029125932805033	-100	-100	27	-27.13	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	644	654	815	825
652	658	12588	12594	7	11930	0.87	10	-13.08	0.22	0.01612266669440765	-100	-100	17	-21.63	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	652	658	56	62
653	658	3514	3519	6	2856	0.77	10	-11.51	0.25	0.016368281869251655	-100	-100	17	-17.75	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	653	658	1053	1058
657	664	10072	10079	8	9408	0.81	10	-12.97	0.26	0.042174739279227436	-100	-100	13	-16.84	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	657	664	847	854
658	665	14061	14068	8	13396	0.74	10	-15.62	0.21	0.03547941331665139	-100	-100	11	-14.11	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	658	665	382	389
659	664	4268	4273	6	3604	0.67	10	-12.5	0.18	0.025722573492288126	-100	-100	10	-11.48	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	659	664	1807	1812
662	668	4993	4999	7	4325	0.63	10	-10.65	0.2	0.04137867156010833	-100	-100	14	-14.03	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	662	668	71	77
673	679	13345	13351	7	12666	0.74	10	-10.36	0.26	0.021153517538959776	-100	-100	15	-14.72	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	673	679	813	819
673	680	10653	10660	8	9973	0.74	10	-10.84	0.23	0.04067305798877918	-100	-100	17	-21.5	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	673	680	1428	1435
682	686	2666	2670	5	1980	0.83	10	-10.21	0.19	0.021751322365949566	-100	-100	9	-9.85	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	682	686	205	209
682	686	9544	9548	5	8858	0.79	10	-10.26	0.19	0.023272525176469827	-100	-100	13	-21.73	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	682	686	319	323
682	687	3791	3796	6	3104	0.8	10	-10.31	0.23	0.02166356222217014	-100	-100	15	-22.23	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	682	687	1330	1335
682	688	3390	3396	7	2702	0.82	10	-12.19	0.22	0.029452744999309277	-100	-100	15	-17.96	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	682	688	929	935
682	688	9659	9665	7	8971	0.86	10	-13.91	0.22	0.02582511956002509	-100	-100	12	-19.08	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	682	688	434	440
683	689	9334	9340	7	8645	0.87	10	-17.19	0.25	0.011660925014779777	-100	-100	16	-27.53	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	683	689	109	115
684	692	12907	12915	9	12215	0.83	10	-11.99	0.22	0.04964052329286228	-100	-100	13	-14.15	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	684	692	375	383
685	689	2900	2904	5	2211	0.86	10	-10.27	0.25	0.022731996093937723	-100	-100	10	-21.24	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	685	689	439	443
685	689	13874	13878	5	13185	0.84	10	-11.34	0.22	0.009827961332771196	-100	-100	15	-20.12	0.27	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	685	689	195	199
685	691	5663	5669	7	4972	0.84	10	-14.93	0.2	0.03813365034579563	-100	-100	14	-21.79	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	685	691	741	747
686	691	13111	13116	6	12420	0.78	10	-11.33	0.2	0.03233118765079046	-100	-100	16	-22.87	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	686	691	579	584
688	692	4106	4110	5	3414	0.78	10	-12.94	0.16	0.03683594700710202	-100	-100	13	-20.19	0.16	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	688	692	1645	1649
688	692	4436	4440	5	3744	0.7	10	-13.12	0.17	0.04815938180071666	-100	-100	14	-21.65	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	688	692	1975	1979
688	692	4620	4624	5	3928	0.83	10	-10.85	0.23	0.03347722568719247	-100	-100	16	-23.95	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	688	692	2159	2163
688	692	10234	10238	5	9542	0.84	10	-12.86	0.16	0.038590487564451714	-100	-100	9	-13.65	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	688	692	1009	1013
688	693	5493	5498	6	4800	0.79	10	-13.58	0.23	0.048836845609665835	-100	-100	8	-15.23	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	688	693	571	576
688	693	13101	13106	6	12408	0.82	10	-16.02	0.24	0.02602949853075731	-100	-100	15	-21.64	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	688	693	569	574
688	694	4422	4428	7	3728	0.76	10	-16.38	0.2	0.03549524444657559	-100	-100	17	-33.58	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	688	694	1961	1967
689	694	9325	9330	6	8631	0.74	10	-15.34	0.18	0.04971952522713996	-100	-100	17	-31.49	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	689	694	100	105
694	699	4724	4729	6	4025	0.73	10	-10.65	0.19	0.015547087535093373	-100	-100	16	-18.92	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	694	699	2263	2268
694	701	4791	4798	8	4090	0.78	6	-11.67	0.21	0.0379058403178002	-100	-100	16	-13.76	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	694	701	2330	2337
694	701	7145	7152	8	6444	0.78	7	-10.33	0.18	0.03538613021635251	-100	-100	16	-10.7	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	694	701	2223	2230
694	701	9094	9101	8	8393	0.78	7	-10.95	0.19	0.033546651013469764	-100	-100	16	-15.03	0.17	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP4	694	701	1818	1825
694	701	10779	10786	8	10078	0.78	7	-10.95	0.19	0.03708273116549521	-100	-100	16	-13.65	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	694	701	1554	1561
694	701	12401	12408	8	11700	0.78	6	-10.97	0.19	0.028435457992680657	-100	-100	15	-12.51	0.17	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP6	694	701	1491	1498
694	701	13548	13555	8	12847	0.78	6	-10.97	0.19	0.024530214710897447	-100	-100	15	-12.5	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	694	701	1016	1023
694	701	14558	14565	8	13857	0.78	6	-10.97	0.19	0.03828430616955325	-100	-100	12	-14.78	0.17	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	694	701	879	886
697	702	4768	4773	6	4066	0.83	8	-10.18	0.17	0.013190976206396088	-100	-100	17	-18.06	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	697	702	2307	2312
698	704	14493	14499	7	13789	0.85	10	-11.57	0.21	0.016873097328376052	-100	-100	16	-17.3	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	698	704	814	820
699	704	4312	4317	6	3608	0.85	10	-10.89	0.17	0.02552145392279237	-100	-100	11	-14.02	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	699	704	1851	1856
701	705	2900	2904	5	2195	0.94	10	-11.29	0.19	0.03602254860303511	-100	-100	11	-14.63	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	701	705	439	443
701	705	2900	2904	5	2195	0.94	10	-11.29	0.19	0.03755185957838025	-100	-100	11	-14.63	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	701	705	439	443
701	705	9802	9806	5	9097	0.94	10	-11.09	0.19	0.037353294295211836	-100	-100	14	-17.92	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	701	705	577	581
701	705	9802	9806	5	9097	0.94	10	-11.09	0.19	0.03236422587278576	-100	-100	14	-17.92	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	701	705	577	581
701	707	4410	4416	7	3703	0.99	10	-10.35	0.21	0.036692024774099496	-100	-100	21	-24.86	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	701	707	1949	1955
